   0.0000000e+00  -1.2607633e+00
   5.1335000e-01  -1.2607633e+00
   1.0267000e+00  -1.2607633e+00
   1.5400500e+00  -1.2607633e+00
   2.0534000e+00  -1.2607633e+00
   2.5667500e+00  -1.1424221e+00
   3.0801000e+00  -1.0308483e+00
   3.5934500e+00  -9.2587711e-01
   4.1068000e+00  -8.2710755e-01
   4.6201500e+00  -7.3452609e-01
   5.1335000e+00  -6.4800346e-01
   5.6468500e+00  -5.6729882e-01
   6.1602000e+00  -4.9242474e-01
   6.6735500e+00  -4.2315984e-01
   7.1869000e+00  -3.5953239e-01
   7.7002500e+00  -3.0122014e-01
   8.2136000e+00  -2.4826754e-01
   8.7269500e+00  -2.0072428e-01
   9.2403000e+00  -1.5817626e-01
   9.7536500e+00  -1.2092281e-01
   1.0267000e+01  -8.8682430e-02
   1.0780350e+01  -6.1531882e-02
   1.1293700e+01  -3.9320933e-02
   1.1807050e+01  -2.2138471e-02
   1.2320400e+01  -9.8471690e-03
   1.2833750e+01  -2.4320803e-03
   1.3347100e+01   0.0000000e+00
   1.3860450e+01   0.0000000e+00
   1.4373800e+01   0.0000000e+00
   1.4887150e+01   0.0000000e+00
   1.5400500e+01   0.0000000e+00
   1.5913850e+01   0.0000000e+00
   1.6427200e+01   0.0000000e+00
   1.6940550e+01   0.0000000e+00
   1.7453900e+01   0.0000000e+00
   1.7967250e+01   0.0000000e+00
   1.8480600e+01   0.0000000e+00
   1.8993950e+01   0.0000000e+00
   1.9507300e+01   0.0000000e+00
   2.0020650e+01   0.0000000e+00
   2.0534000e+01   0.0000000e+00
   2.1047350e+01   0.0000000e+00
   2.1560700e+01   0.0000000e+00
   2.2074050e+01   0.0000000e+00
   2.2587400e+01   0.0000000e+00
   2.3100750e+01   0.0000000e+00
   2.3614100e+01   0.0000000e+00
   2.4127450e+01   0.0000000e+00
   2.4640800e+01   0.0000000e+00
   2.5154150e+01   0.0000000e+00
   2.5667500e+01   0.0000000e+00
   2.6180850e+01   5.7899425e-04
   2.6694200e+01   2.0842488e-03
   2.7207550e+01   4.7469301e-03
   2.7720900e+01   8.4505494e-03
   2.8234250e+01   1.3194145e-02
   2.8747600e+01   1.8976485e-02
   2.9260950e+01   2.5796069e-02
   2.9774300e+01   3.3651129e-02
   3.0287650e+01   4.2539631e-02
   3.0801000e+01   5.2574572e-02
   3.1314350e+01   6.3522689e-02
   3.1827700e+01   7.5611624e-02
   3.2341050e+01   8.8608017e-02
   3.2854400e+01   1.0273853e-01
   3.3367750e+01   1.1788445e-01
   3.3881100e+01   1.3404190e-01
   3.4394450e+01   1.5120675e-01
   3.4907800e+01   1.6937461e-01
   3.5421150e+01   1.8854086e-01
   3.5934500e+01   2.0881442e-01
   3.6447850e+01   2.2996238e-01
   3.6961200e+01   2.5220676e-01
   3.7474550e+01   2.7542817e-01
   3.7987900e+01   2.9950783e-01
   3.8501250e+01   3.2466579e-01
   3.9014600e+01   3.5078258e-01
   3.9527950e+01   3.7796391e-01
   4.0041300e+01   4.0597840e-01
   4.0554650e+01   4.3493157e-01
   4.1068000e+01   4.6492766e-01
   4.1581350e+01   4.9584737e-01
   4.2094700e+01   5.2757238e-01
   4.2608050e+01   5.6031680e-01
   4.3121400e+01   5.9297018e-01
